id	name	pretty_name	so_terms	rna_type	description	seed_count	full_count	clan_id	length
RF02680	PreQ1-III	PreQ1-III riboswitch	SO:0000035	Cis-reg; riboswitch;	NULL	28	8	NULL	102
RF02681	Twister-sister	Twister_sister_ribozyme	SO:0000374	Gene; ribozyme;	NULL	4	1	NULL	84
RF02682	HDV-F-prausnitzii	HDV ribozyme from F. prausnitzii	SO:0000374	Gene; ribozyme;	NULL	48	2959	NULL	74
RF02683	NiCo	NiCo riboswitch	SO:0000035	Cis-reg; riboswitch;	NULL	82	122	NULL	98
RF02684	Twister-P5	Type-P5 twister ribozyme	SO:0000374	Gene; ribozyme;	NULL	15	12	NULL	56
RF02685	RAGATH-5	RAGATH-5 RNA	SO:0000370	Gene; ribozyme;	NULL	39	18	NULL	53
RF02686	RAGATH-6	RAGATH-6 RNA	SO:0000370	Gene; ribozyme;	NULL	2	0	NULL	151
RF02687	RAGATH-8	RAGATH-8 RNA	SO:0000370	Gene; ribozyme;	NULL	3	3	NULL	275
RF02688	RAGATH-13	RAGATH-13 RNA	SO:0000370	Gene; ribozyme;	NULL	20	50	NULL	95
RF02689	hilD_3p_UTR	hilD 3'UTR	SO:0005836,SO:0000205	Cis-reg;	Target for hilD mRNA degradation by the degradosome and it may play an role in hilD and SPI-1 expression by serving as a target for the Hfq RNA chaperone.	5	9	NULL	310
RF02690	BTH_s1	Burkholderia sRNA 1	SO:0000370	Gene; sRNA;	Trans-encoded, exhibits differential expression profiles dependent on growth phase and cell stimuli, such as antbiotics and serum.	5	8	NULL	205
RF02691	BTH_s19	Burkholderia sRNA 19	SO:0000370	Gene; sRNA;	Cis-encoded, located in the 5'UTR of their cognate gene. Expression correlated with tight regulation of the gene transcript levels. 	7	7	NULL	224
RF02692	BTH_s39	Burkholderia sRNA 39	SO:0000370	Gene; sRNA;	Trans-encoded, exhibits differential expression profiles dependent on growth phase and cell stimuli, such as antbiotics and serum. May function in bacterial metabolism and adaptation to the host. 	7	36	NULL	130
RF02693	psm_mec_RNA	psm_mec locus RNA	SO:0000370	Gene; sRNA;	psm_mec locus strain dependent gene (immune evasion factor protein A) regulatory RNA. 	4	4	NULL	143
RF02694	RalA	RalR antitoxin	SO:0000370	Gene; sRNA;	Trans-encoded, has 16 nucleotides complimentary to coding region of toxin RalR mRNA. RalA functions as an antitoxin by preventing translation of RalR (a non-specific endonuclease that cleaves methylated and unmethylated DNA). Its activity requires RNA chaperone Hfq. RalR and RalA form a type I toxin-antitoxin (TA) system. RalR/RaLA TA locus is responsible for resistance to the antibiotic fosfomycin in E.coli.	10	11	NULL	179
RF02695	NrsZ	Nitrogen regulated small RNA	SO:0000370	Gene; sRNA;	Found in the opportunistic pathogen Pseudomonas aeruginosa PAO1. Its transcription is induced during nitrogen limitation by the NtrB/C two-component system (an important regulator of nitrogen assimilation and swarming motility) together with the alternative sigma factor RpoN (a global regulator involved in nitrogen metabolism). By activating rhlA (a gene essential for rhamnolipids synthesis) it positively regulates the production of rhamnolipid surfactants needed for swarming motility.	4	27	NULL	236
RF02696	Teg49	Teg49 sRNA	SO:0000370	Gene; sRNA;	Present in the extended promoter region of the staphylococcal accessory regulator sarA. It is modulated by sigB (sarA regulator) and cshA (an ATP-dependant DEAD box RNA helicase) and it most likely contributes to virulence of S. aureus by modulating SarA expression.	6	11	NULL	196
RF02697	LDH1_5p_UTR	LDH1 5'UTR	SO:0005836,SO:0000204	Cis-reg;	the translational repression of lactate dehydrogenase 1 (LDH1) is mediated through its 5'UTR. A small 16 nucleotide long regulatory RNA hairpin is essential for the repression.	4	2	NULL	102
RF02698	Avalong_thermometer	Avalong 5' UTR thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	NULL	2	1	NULL	131
RF02699	Avashort_thermometer	Avashort 5' UTR thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	NULL	2	1	NULL	59
RF02700	HtrA_thermometer	HtrA 5' UTR thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	FourU thermometer found in the 5'UTR of Salmonella htrAp3 and E. coli htrA genes (high temperature requirement A gene). 	4	36	NULL	46
RF02701	PsrR1	Photosynthesis regulatory RNA1	SO:0000370	Gene; sRNA	Formerly known as Syr1 discovered in Synechocystis sp PCC 6803, is a regulatory factor controlling photosynthetic functions. PsrR1 interacts with the ribosome binding regions of several photosynthesis-related mRNAs. In particular, psaL mRNA is processed by RNase E only in the presence of PsrR1.	13	50	NULL	78
RF02702	AgvB	Anti GcvB sRNA	SO:0000370	Gene; sRNA;	Inhibits GcvB sRNA repression.	3	12	NULL	62
RF02703	AsxR	Anti stx2 sRNA	SO:0000370	Gene; sRNA;	Increases expression of the ChuS heme oxygenase via destabilisation of FnrS sRNA.	2	10	NULL	53
RF02704	LcrF_thermometer	LcrF intergenic thermometer	SO:0005836	Cis-reg; thermoregulator;	Intergenic two hairpin RNA thermometer (usually RNAT are in the 5'UTR). Together with the termo-labile YmoA protein it activates synthesis of the most crucial virulence activator LcrF (VirF). The sequence is 100% identical in all human pathogenic Yersinia species suggesting the importance of this structure.	2	1	NULL	133
RF02705	B_rapa_snoR775	Brassica rapa small nucleolar RNA 775	SO:0000594	Gene; snRNA; snoRNA; HACA-box;	Name based on close proximity to miR775. Precursors of both are encoded by a single gene sno-miR775. 	2	17	NULL	127
RF02706	TeloSII_ncR30	TeloSII non coding RNA 30	SO:0000370	Gene; sRNA;	Located downstream of the TeloSII elements. These elements have been shown to coordinate the expression of protein-coding gene related to ribosome biogenesis throughout the cell cycle in Arabidopsis. 	2	14	NULL	226
RF02707	TeloSII_ncR33	TeloSII non coding RNA 33	SO:0000370	Gene; sRNA;	Located downstream of the TeloSII elements. These elements have been shown to coordinate the expression of protein-coding gene related to ribosome biogenesis throughout the cell cycle in Arabidopsis. 	3	17	NULL	297
RF02708	TeloSII_ncR40	TeloSII non coding RNA 40	SO:0000370	Gene; sRNA;	Located downstream of the TeloSII elements. These elements have been shown to coordinate the expression of protein-coding gene related to ribosome biogenesis throughout the cell cycle in Arabidopsis. 	2	5	NULL	162
RF02709	TeloSII_ncR43	TeloSII non coding RNA 43	SO:0000370	Gene; sRNA;	Located downstream of the TeloSII elements. These elements have been shown to coordinate the expression of protein-coding gene related to ribosome biogenesis throughout the cell cycle in Arabidopsis. 	4	2	NULL	277
RF02710	TeloSII_ncR45	TeloSII non coding RNA 45	SO:0000370	Gene; sRNA;	Located downstream of the TeloSII elements. These elements have been shown to coordinate the expression of protein-coding gene related to ribosome biogenesis throughout the cell cycle in Arabidopsis. 	2	1	NULL	69
RF02711	TeloSII_ncR49	TeloSII non coding RNA 49	SO:0000370	Gene; sRNA;	Located downstream of the TeloSII elements. These elements have been shown to coordinate the expression of protein-coding gene related to ribosome biogenesis throughout the cell cycle in Arabidopsis. 	3	3	NULL	89
RF02712	EBER2	Epstein-Barr virus EBER2	SO:0001263	Gene; sRNA;	Highly structured, non-coding RNA highly abundant in EBV-infected cells during latency. Contributes to oncogenesis by promoting growth of tumor cells and by inducing apoptosis resistance. Known interactions include paired PAX5 and cellular protein La.	3	4	NULL	173
RF02713	MCS4	Mycoplasma sRNA MCS4	SO:0001263	Gene; sRNA;	Abundant, small RNA of unknown function, found only in Mycoplasma. Extensive sequence similarity to eukaryotic U6 snRNAs.	5	3	NULL	123
RF02714	snopsi28S-3378	Small nucleolar RNA psi28S-3378	SO:0000594	Gene; snRNA; snoRNA; HACA-box;	psi28S-3378 is a member of the H/ACA class of snoRNA.	8	10	NULL	145
RF02715	sno_ncR1	Small nucleolar RNA ncR1	SO:0000275,SO:0000594	Gene; snRNA; snoRNA; HACA-box;	Type H/ACA. Orphan.	5	10	NULL	111
RF02716	sno_ncR3	Small nucleolar RNA ncR3	SO:0000275,SO:0000593	Gene; snRNA; snoRNA; CD-box;	Type C/D. Target 18S.	5	5	NULL	75
RF02717	sno_ncR4	Small nucleolar RNA ncR4	SO:0000275,SO:0000593	Gene; snRNA; snoRNA; CD-box;	Type C/D. Target 18S.	3	3	NULL	82
RF02718	sca_ncR14	Small Cajal body specific RNA ncR14	SO:0000275	Gene; snRNA; snoRNA; scaRNA;	Type C/D. Putative target U6.26.	4	12	NULL	131
RF02719	sca_ncR20	Small Cajal body specific RNA ncR20	SO:0000275	Gene; snRNA; snoRNA; scaRNA;	Type C/D. Putative target U6-29.	2	1	NULL	104
RF02720	sca_ncR21	Small Cajal body specific RNA ncR21	SO:0000275	Gene; snRNA; snoRNA; scaRNA;	Type C/D. Putative target U2.4.	2	3	NULL	111
RF02721	sca_ncR26	Small Cajal body specific RNA ncR26	SO:0000275	Gene; snRNA; snoRNA; scaRNA;	Type C/D. Putative target U6.1.	2	11	NULL	68
RF02722	sca_ncR27	Small Cajal body specific RNA ncR27	SO:0000275	Gene; snRNA; snoRNA; scaRNA;	Type C/D. Putative target U6.1.	4	3	NULL	83
RF02723	sno_ZL1	Small nucleolar RNA ZL1	SO:0000275,SO:0000593	Gene; snRNA; snoRNA; CD-box;	Host gene TRRAP. Predicted target U2@U47. Only GU-rich region is homologous to other known snoRNAs. Conserved in vertebrates. 	5	66	NULL	196
RF02724	sno_ZL2	Small nucleolar RNA ZL2	SO:0000275,SO:0000593	Gene; snRNA; snoRNA; CD-box;	Host gene TNPO2. Predicted target 28S@U4276, U4571. Previously described as SNORD41B.	6	34	NULL	77
RF02725	sno_ZL8	Small nucleolar RNA ZL8	SO:0000275,SO:0000593	Gene; snRNA; snoRNA; CD-box;	Host gene C6orf48. No homologs outside of mammals. 	6	30	NULL	83
RF02726	sno_ZL63	Small nucleolar RNA ZL63	SO:0000275,SO:0000593	Gene; snRNA; snoRNA; CD-box;	Host gene FZD6. The authors call it a mini-snoRNA.	3	10	NULL	43
RF02727	sno_ZL116	Small nucleolar RNA ZL116	SO:0000275,SO:0000593	Gene; snRNA; snoRNA; CD-box;	Host gene SUPT5H. 	5	10	NULL	72
RF02728	HrrF	Haemophilus regulatory RNA responsive to iron	SO:0000370	Gene; sRNA;	Involved in iron homeostasis in Haemophilus species. Orthologues exist only among other Pasteurellacae. It is an analog to PrrF and RyhB RNAs. HrrF is maximally expressed when iron levels are low. Ferric uptake regulator (Fur) binds upstream of the hrrF promoter. HrrF stability is not dependant on the RNA chaperone Hfq. RNA-seq has shown that that HrrF targets are mRNAs of genes whose products are involved in molybdate uptake, deoxyribonucleotide synthesis, and amino acid synthesis.	7	11	NULL	116
RF02729	JA01	Aggregatibacter sRNA JA01	SO:0000370	Gene; sRNA;	NULL	3	1	NULL	153
RF02730	JA02	Aggregatibacter sRNA JA02	SO:0000370	Gene; sRNA;	NULL	4	1	NULL	116
RF02731	JA03	Aggregatibacter sRNA JA03	SO:0000370	Gene; sRNA;	NULL	3	8	NULL	274
RF02732	JA04	Aggregatibacter sRNA JA04	SO:0000370	Gene; sRNA;	NULL	6	9	NULL	81
RF02733	ToxT_thermometer	ToxT 5' UTR thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	Controls temperature-dependant translation of toxT, facilitating V. cholerae virulance. At human body temperature, the thermometer structure opens and to allow transcriptional activator protein ToxT translation. 	3	2	NULL	71
RF02734	Cgb105	Corynebacterium sRNA 105	SO:0000370	Gene; sRNA;	Absent under heat stress conditions. 	2	1	NULL	134
RF02735	Sernc350	Saccharopolyspora sRNA 350	SO:0000077,SO:0000370	Gene; antisense; 	Probably regulates terpene metabolism.	2	326	NULL	508
RF02736	Rev11	Soft rot Enterobacteriaceae Rev 11 asRNA	SO:0000370	Gene; antisense; 	From bacteria cultured under starvation conditions. Antisense to ECA3028. 	3	40	NULL	417
RF02737	Rev13	Soft rot Enterobacteriaceae Rev 13 asRNA	SO:0000370	Gene; antisense;	From bacteria cultured under starvation conditions. Antisense to ECA0388.	3	1	NULL	354
RF02738	Rev24	Soft rot Enterobacteriaceae Rev 24 asRNA	SO:0000370	Gene; antisense;	From bacteria cultured under starvation conditions. Antisense to rcsC. 	4	6	NULL	489
RF02739	Rev41	Soft rot Enterobacteriaceae Rev 41 sRNA	SO:0000370	Gene; sRNA;	From bacteria cultured under starvation conditions. 	3	1	NULL	480
RF02740	Fwd6_3p_UTR	Soft rot Enterobacteriaceae Fwd 6 3'UTR	SO:0000205,SO:0005836	Cis-reg; 	From bacteria cultured under starvation conditions. 	3	4	NULL	116
RF02741	Rev44	Soft rot Enterobacteriaceae Rev 44 asRNA	SO:0000370	Gene; antisense; 	From bacteria cultured under starvation conditions. Antisense to ECA0910. 	3	2	NULL	336
RF02742	Rev72	Soft rot Enterobacteriaceae Rev 72 asRNA	SO:0000370	Gene; antisense;	From bacteria cultured under starvation conditions. Antisense to gudP.	3	1	NULL	426
RF02743	Sernc389	Saccharopolyspora sRNA 389	SO:0000077,SO:0000370	Gene; antisense;	Probably regulates polyketide biosynthesis.	2	15	NULL	595
RF02744	Rev39_5p_UTR	Soft rot Enterobacteriaceae Rev 39 5'UTR	SO:0000204,SO:0005836	Cis-reg;	From bacteria cultured under starvation conditions. 	4	123	NULL	300
RF02745	Rev42_5p_UTR	Soft rot Enterobacteriaceae Rev 42 5'UTR	SO:0000204,SO:0005836	Cis-reg;	From bacteria cultured under starvation conditions. 	3	2	NULL	443
RF02746	AsrC	antisense RNA of rseC mRNA	SO:0000370	Gene; antisense; 	NULL	7	78	NULL	886
RF02747	FtrA	Francisella sRNA A	SO:0000370	Gene; sRNA;	Deletion led to significant changes in the expression of several mRNAs. However, it did not alter Francisella's growth under stress condition or its ability to induce disease in a mouse model.	5	1	NULL	111
RF02748	FtrB	Francisella sRNA B	SO:0000370	Gene; sRNA;	Deletion led to significant changes in the expression of several mRNAs. However, it did not alter Francisella's growth under stress condition or its ability to induce disease in a mouse model.	5	3	NULL	115
RF02749	Ncrwmel02	Wolbachia sRNA mel02	SO:0000370	Gene; sRNA;	May play role in the interaction with the host. 	3	4	NULL	251
RF02750	ES003	ES003 sRNA	SO:0000370	Gene; sRNA;	Differentially expressed under several chemical stress and fermentation conditions. 	8	21	NULL	53
RF02751	ES036	ES036 sRNA	SO:0000370	Gene; sRNA;	Differentially expressed under several chemical stress conditions. 	4	128	NULL	43
RF02752	ES056	ES056 sRNA	SO:0000370	Gene; sRNA;	Differentially expressed under several chemical stress and fermentation conditions. 	6	23	NULL	92
RF02753	ES173	ES173 sRNA	SO:0000370	Gene; sRNA;	Differentially expressed under several chemical stress conditions.	4	34	NULL	64
RF02754	ES205	ES205 sRNA	SO:0000370	Gene; sRNA;	Differentially expressed under several chemical stress and fermentation conditions. 	5	22	NULL	72
RF02755	ES222	ES222 sRNA	SO:0000370	Gene; sRNA;	Differentially expressed under several chemical stress and fermentation conditions. 	5	47	NULL	108
RF02756	ES239	ES239 sRNA	SO:0000370	Gene; sRNA;	Differentially expressed under several chemical stress and fermentation conditions. 	5	22	NULL	123
RF02757	Erse	Erse small RNA	SO:0000655	Gene; sRNA;	May be essential for survival.	6	52	NULL	252
RF02758	RhlA_thermometer	RhlA 5' UTR ROSE like thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	NULL	4	1	NULL	110
RF02759	LasI_thermometer	LasI 5' UTR ROSE like thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	ROSE-like thermometer in the 5'UTR blocks the translation at lower temperature.	3	1	NULL	110
RF02760	sR035	sR035 sRNA	SO:0000370	Gene; sRNA;	Temperature-dependent expression pattern. Potentially involved in Y. pestis pathogenesis. Predicted target is ymoA, a thermo-sensitive regulator. 	3	1	NULL	206
RF02761	sR084	sR084 sRNA	SO:0000370	Gene; sRNA;	Temperature-dependent expression pattern. Potentially involved in Y. pestis pathogenesis. Predicted target is fur, ferric uptake regulator. 	3	1	NULL	78
RF02762	C1_109596F_thermometer	C1_109596F  5' UTR thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	May regulate translation of the major cold shock protein cspA.	2	1	NULL	227
RF02763	IsrM	IsrM sRNA	SO:0000370	Gene; sRNA;	NULL	2	1	NULL	329
RF02764	Ysr190	Yersinia sRNA 190	SO:0000370,SO:0000122	Gene; sRNA;	The sRNA was identified by [2] and is confirmed to have a stable secondary structure by [1] using genome-wide structure probing at different temperatures. The function is unknown.	4	10	NULL	102
RF02765	Ysr209	Yersinia sRNA 209	SO:0000370,SO:0000122	Gene; sRNA;	The sRNA was identified by [2] and is confirmed to have a stable secondary structure by [1] using genome-wide structure probing at different temperatures. The function is unknown.	4	6	NULL	46
RF02766	Ysr49	Yersinia sRNA 49	SO:0000370,SO:0000122	Gene; sRNA;	The sRNA was identified by [2] and is confirmed to have a stable secondary structure by [1] using genome-wide structure probing at different temperatures. The function is unknown.	3	2	NULL	124
RF02767	Ysr186_sR026_CsrC	Yersinia sRNA 186/sR026/CsrC	SO:0000370,SO:0000122	Gene; sRNA;	The sRNA was identified by [2] and is confirmed to have a stable secondary structure by [1] using genome-wide structure probing at different temperatures. The function is unknown.	4	11	CL00106,CL00106	325
RF02768	Ysr155(RyfD)	Yersinia sRNA 155(RyfD)	SO:0000370,SO:0000122	Gene; sRNA;	The sRNA was identified by [2] and is confirmed to have a stable secondary structure by [1] using genome-wide structure probing at different temperatures. The function is unknown.	9	101	NULL	140
RF02769	Ysr202	Yersinia sRNA 202	SO:0000370,SO:0000122	Gene; sRNA;	The sRNA was identified by [2] and is confirmed to have a stable secondary structure by [1] using genome-wide structure probing at different temperatures. The function is unknown.	2	1	NULL	282
RF02770	Ysr224	Yersinia sRNA 224	SO:0000370	Gene; sRNA;	NULL	5	94	NULL	107
RF02771	CnfY_thermometer	CnfY 5' UTR thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	CnfY gene is associated with Yersinia virulence. RNAT functionality is impaired by point mutating the 5'UTR. 	3	1	NULL	112
RF02772	AilA_thermometer	AilA 5' UTR thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	AilA gene is associated with Yersinia virulence. RNAT functionality is impaired by point mutating the 5'UTR. Temperature affects the secondary structure and ribosome binding efficiency of the 5'UTR. 	5	2	NULL	89
RF02773	TrxA_thermometer	TrxA 5' UTR thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	Involved in protection against oxidative stress. 	8	83	NULL	88
RF02774	KatA_thermometer	KatA 5' UTR thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	Involved in protection against oxidative stress. 	5	4	NULL	154
RF02775	SodB_thermometer	SodB 5' UTR thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	Involved in protection against oxidative stress. 	5	3	NULL	119
RF02776	SodC_thermometer	SodC 5' UTR thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	Involved in protection against oxidative stress. 	2	1	NULL	93
RF02777	OppA_thermometer	OppA 5' UTR thermometer	SO:0005836,SO:0000204	Cis-reg; thermoregulator;	Positioned upstream of gene for oligopeptide uptake. 	3	1	NULL	304
